,n_step,energy,average_magnetization
0,0.0,-9.0,0.01
1,1.0,-59.0,0.025
2,2.0,-37.0,0.0
3,3.0,-29.0,-0.02
4,4.0,-35.0,0.045
5,5.0,-57.0,0.015
6,6.0,-73.0,0.055
7,7.0,-61.0,-0.015
8,8.0,-55.0,0.015
9,9.0,-77.0,0.04
10,10.0,-65.0,-0.005
11,11.0,-63.0,0.03
12,12.0,-43.0,0.01
13,13.0,-53.0,0.115
14,14.0,-39.0,-0.06
15,15.0,-71.0,0.03
16,16.0,-57.0,0.035
17,17.0,-79.0,-0.055
18,18.0,-49.0,-0.075
19,19.0,-59.0,-0.04
20,20.0,-45.0,-0.02
21,21.0,-29.0,-0.105
22,22.0,-49.0,-0.045
23,23.0,-89.0,0.02
24,24.0,-89.0,0.03
25,25.0,-91.0,-0.055
26,26.0,-83.0,-0.135
27,27.0,-91.0,0.04
28,28.0,-79.0,0.045
29,29.0,-55.0,0.015
30,30.0,-39.0,-0.04
31,31.0,-97.0,-0.09
32,32.0,-101.0,-0.06
33,33.0,-103.0,-0.11
34,34.0,-69.0,-0.025
35,35.0,-63.0,0.06
36,36.0,-19.0,-0.005
37,37.0,-73.0,-0.02
38,38.0,-59.0,-0.02
39,39.0,-43.0,0.015
40,40.0,-51.0,0.06
41,41.0,-75.0,0.015
42,42.0,-77.0,0.08
43,43.0,-69.0,-0.005
44,44.0,-77.0,0.08
45,45.0,-65.0,0.095
46,46.0,-65.0,0.185
47,47.0,-87.0,0.105
48,48.0,-57.0,0.02
49,49.0,-45.0,-0.055
50,50.0,-57.0,0.035
51,51.0,-69.0,0.025
52,52.0,-41.0,0.06
53,53.0,-37.0,0.025
54,54.0,-103.0,-0.075
55,55.0,-111.0,-0.145
56,56.0,-101.0,-0.16
57,57.0,-55.0,-0.03
58,58.0,-53.0,0.045
59,59.0,-19.0,-0.045
60,60.0,-43.0,-0.055
61,61.0,-63.0,0.085
62,62.0,-75.0,0.14
63,63.0,-55.0,0.16
64,64.0,-53.0,0.05
65,65.0,-69.0,-0.02
66,66.0,-91.0,0.055
67,67.0,-25.0,-0.005
68,68.0,-69.0,0.045
69,69.0,-89.0,-0.025
70,70.0,-69.0,-0.02
71,71.0,-59.0,0.0
72,72.0,-73.0,-0.055
73,73.0,-65.0,0.065
74,74.0,-69.0,-0.06
75,75.0,-63.0,0.05
76,76.0,-83.0,-0.03
77,77.0,-79.0,-0.105
78,78.0,-41.0,-0.065
79,79.0,-79.0,-0.15
80,80.0,-57.0,-0.125
81,81.0,-47.0,-0.01
82,82.0,-97.0,0.005
83,83.0,-69.0,0.03
84,84.0,-57.0,-0.085
85,85.0,-67.0,0.02
86,86.0,-45.0,0.075
87,87.0,-51.0,0.0
88,88.0,-91.0,-0.025
89,89.0,-47.0,-0.005
90,90.0,-25.0,-0.03
91,91.0,-89.0,0.025
92,92.0,-69.0,0.035
93,93.0,-73.0,0.08
94,94.0,-95.0,0.17
95,95.0,-63.0,0.13
96,96.0,-95.0,0.065
97,97.0,-87.0,0.045
98,98.0,-81.0,0.11
99,99.0,-59.0,0.025
100,100.0,-39.0,0.025
101,101.0,-65.0,0.07
102,102.0,-87.0,0.085
103,103.0,-47.0,0.105
104,104.0,-57.0,0.08
105,105.0,-61.0,0.025
106,106.0,-69.0,0.035
107,107.0,-75.0,0.025
108,108.0,-67.0,0.015
109,109.0,-103.0,0.13
110,110.0,-75.0,0.055
111,111.0,-31.0,0.0
112,112.0,-65.0,0.005
113,113.0,-53.0,0.045
114,114.0,-43.0,-0.01
115,115.0,-25.0,-0.04
116,116.0,-67.0,-0.035
117,117.0,-57.0,0.03
118,118.0,-25.0,-0.05
119,119.0,-79.0,-0.075
120,120.0,-21.0,-0.02
121,121.0,-45.0,-0.06
122,122.0,-33.0,0.005
123,123.0,-43.0,0.06
124,124.0,-83.0,0.015
125,125.0,-67.0,-0.105
126,126.0,-39.0,0.005
127,127.0,-41.0,0.0
128,128.0,-65.0,0.035
129,129.0,-61.0,0.015
130,130.0,-49.0,-0.045
131,131.0,-87.0,-0.01
132,132.0,-123.0,-0.055
133,133.0,-103.0,-0.055
134,134.0,-57.0,-0.035
135,135.0,-101.0,0.115
136,136.0,-49.0,0.06
137,137.0,-35.0,-0.005
138,138.0,-75.0,-0.055
139,139.0,-93.0,-0.145
140,140.0,-49.0,-0.03
141,141.0,-77.0,0.01
142,142.0,-45.0,0.075
143,143.0,-97.0,0.03
144,144.0,-25.0,0.01
145,145.0,-87.0,-0.005
146,146.0,-77.0,0.03
147,147.0,-95.0,0.05
148,148.0,-41.0,0.055
149,149.0,-49.0,0.01
150,150.0,-45.0,0.045
151,151.0,-63.0,0.08
152,152.0,-33.0,0.025
153,153.0,-75.0,0.085
154,154.0,-91.0,0.045
155,155.0,-37.0,0.0
156,156.0,-71.0,0.085
157,157.0,-35.0,0.02
158,158.0,-65.0,0.07
159,159.0,-43.0,-0.055
160,160.0,-67.0,-0.01
161,161.0,-79.0,0.095
162,162.0,-59.0,0.02
163,163.0,-75.0,0.015
164,164.0,-95.0,-0.06
165,165.0,-63.0,-0.055
166,166.0,-59.0,0.035
167,167.0,-65.0,0.025
168,168.0,-51.0,0.075
169,169.0,-71.0,0.055
170,170.0,-61.0,0.07
171,171.0,-73.0,0.055
172,172.0,-85.0,0.055
173,173.0,-95.0,0.085
174,174.0,-33.0,-0.01
175,175.0,-79.0,0.025
176,176.0,-83.0,0.02
177,177.0,-49.0,0.025
178,178.0,-53.0,-0.045
179,179.0,-53.0,-0.03
180,180.0,-69.0,-0.02
181,181.0,-55.0,-0.075
182,182.0,-87.0,-0.115
183,183.0,-103.0,-0.165
184,184.0,-25.0,-0.015
185,185.0,-101.0,-0.03
186,186.0,-79.0,-0.045
187,187.0,-77.0,-0.01
188,188.0,-95.0,-0.01
189,189.0,-63.0,-0.06
190,190.0,-75.0,-0.08
191,191.0,-41.0,-0.045
192,192.0,-71.0,-0.09
193,193.0,-19.0,-0.08
194,194.0,-63.0,-0.035
195,195.0,-65.0,0.03
196,196.0,-67.0,0.005
197,197.0,-55.0,-0.085
198,198.0,-73.0,-0.055
199,199.0,-61.0,-0.025
200,200.0,-55.0,-0.03
201,201.0,-79.0,-0.045
202,202.0,-71.0,-0.035
203,203.0,-63.0,-0.04
204,204.0,-69.0,-0.07
205,205.0,-97.0,-0.045
206,206.0,-61.0,-0.02
207,207.0,-67.0,-0.06
208,208.0,-71.0,-0.065
209,209.0,-59.0,-0.03
210,210.0,-113.0,-0.03
211,211.0,-57.0,0.05
212,212.0,-81.0,0.095
213,213.0,-59.0,0.135
214,214.0,-77.0,0.09
215,215.0,-47.0,0.06
216,216.0,-59.0,-0.09
217,217.0,-57.0,-0.115
218,218.0,-49.0,-0.015
219,219.0,-75.0,0.04
220,220.0,-67.0,0.095
221,221.0,-53.0,0.0
222,222.0,-61.0,0.065
223,223.0,-75.0,0.06
224,224.0,-63.0,-0.045
225,225.0,-49.0,0.05
226,226.0,-83.0,0.06
227,227.0,-87.0,0.005
228,228.0,-39.0,0.145
229,229.0,-77.0,0.145
230,230.0,-103.0,0.015
231,231.0,-57.0,0.06
232,232.0,-43.0,0.07
