,n_step,energy,average_magnetization
0,0.0,-175.0,0.195
1,1.0,-241.0,0.24
2,2.0,-259.0,0.215
3,3.0,-259.0,0.175
4,4.0,-259.0,0.16
5,5.0,-259.0,0.14
6,6.0,-263.0,0.185
7,7.0,-281.0,0.23
8,8.0,-251.0,0.19
9,9.0,-279.0,0.25
10,10.0,-269.0,0.26
11,11.0,-273.0,0.26
12,12.0,-269.0,0.265
13,13.0,-265.0,0.22
14,14.0,-257.0,0.275
15,15.0,-263.0,0.24
16,16.0,-263.0,0.215
17,17.0,-293.0,0.31
18,18.0,-277.0,0.31
19,19.0,-269.0,0.245
20,20.0,-261.0,0.285
21,21.0,-291.0,0.295
22,22.0,-273.0,0.215
23,23.0,-263.0,0.165
24,24.0,-261.0,0.15
25,25.0,-259.0,0.16
26,26.0,-257.0,0.175
27,27.0,-263.0,0.19
28,28.0,-249.0,0.255
29,29.0,-263.0,0.225
30,30.0,-265.0,0.185
31,31.0,-261.0,0.195
32,32.0,-269.0,0.2
33,33.0,-259.0,0.23
34,34.0,-275.0,0.22
35,35.0,-257.0,0.205
36,36.0,-263.0,0.265
37,37.0,-289.0,0.24
38,38.0,-279.0,0.23
39,39.0,-273.0,0.23
40,40.0,-275.0,0.235
41,41.0,-269.0,0.33
42,42.0,-271.0,0.32
43,43.0,-255.0,0.195
44,44.0,-279.0,0.26
45,45.0,-253.0,0.175
46,46.0,-263.0,0.16
47,47.0,-253.0,0.205
48,48.0,-241.0,0.26
49,49.0,-245.0,0.24
50,50.0,-267.0,0.24
51,51.0,-275.0,0.255
52,52.0,-267.0,0.225
53,53.0,-295.0,0.35
54,54.0,-291.0,0.365
55,55.0,-269.0,0.39
56,56.0,-257.0,0.375
57,57.0,-279.0,0.345
58,58.0,-267.0,0.395
59,59.0,-255.0,0.365
60,60.0,-283.0,0.33
61,61.0,-285.0,0.28
62,62.0,-279.0,0.335
63,63.0,-271.0,0.375
64,64.0,-285.0,0.33
65,65.0,-287.0,0.37
66,66.0,-259.0,0.29
67,67.0,-273.0,0.33
68,68.0,-283.0,0.385
69,69.0,-249.0,0.35
70,70.0,-253.0,0.355
71,71.0,-287.0,0.4
72,72.0,-267.0,0.34
73,73.0,-251.0,0.31
74,74.0,-241.0,0.33
75,75.0,-281.0,0.41
76,76.0,-293.0,0.43
77,77.0,-265.0,0.415
78,78.0,-277.0,0.425
79,79.0,-261.0,0.43
80,80.0,-273.0,0.465
81,81.0,-275.0,0.475
82,82.0,-271.0,0.46
83,83.0,-279.0,0.51
84,84.0,-281.0,0.47
85,85.0,-277.0,0.465
86,86.0,-249.0,0.385
87,87.0,-281.0,0.435
88,88.0,-279.0,0.38
89,89.0,-257.0,0.33
90,90.0,-261.0,0.39
91,91.0,-261.0,0.375
92,92.0,-273.0,0.42
93,93.0,-273.0,0.4
94,94.0,-269.0,0.4
95,95.0,-259.0,0.395
96,96.0,-257.0,0.37
97,97.0,-279.0,0.43
98,98.0,-275.0,0.43
99,99.0,-271.0,0.405
100,100.0,-243.0,0.38
101,101.0,-261.0,0.475
102,102.0,-285.0,0.46
103,103.0,-285.0,0.43
104,104.0,-277.0,0.405
105,105.0,-263.0,0.48
106,106.0,-277.0,0.455
107,107.0,-255.0,0.455
108,108.0,-247.0,0.385
109,109.0,-263.0,0.4
110,110.0,-271.0,0.43
111,111.0,-273.0,0.45
112,112.0,-283.0,0.46
113,113.0,-275.0,0.395
114,114.0,-273.0,0.43
115,115.0,-273.0,0.415
116,116.0,-251.0,0.345
117,117.0,-293.0,0.38
118,118.0,-297.0,0.43
119,119.0,-277.0,0.295
120,120.0,-269.0,0.425
121,121.0,-287.0,0.45
122,122.0,-265.0,0.435
123,123.0,-261.0,0.425
124,124.0,-255.0,0.445
125,125.0,-271.0,0.42
126,126.0,-257.0,0.42
127,127.0,-263.0,0.445
128,128.0,-281.0,0.455
129,129.0,-279.0,0.535
130,130.0,-299.0,0.55
131,131.0,-297.0,0.545
132,132.0,-267.0,0.445
133,133.0,-265.0,0.395
134,134.0,-289.0,0.42
135,135.0,-253.0,0.355
136,136.0,-245.0,0.3
137,137.0,-243.0,0.365
138,138.0,-253.0,0.35
139,139.0,-281.0,0.355
140,140.0,-289.0,0.475
141,141.0,-273.0,0.44
142,142.0,-287.0,0.48
143,143.0,-277.0,0.46
144,144.0,-279.0,0.38
145,145.0,-291.0,0.48
146,146.0,-297.0,0.415
147,147.0,-281.0,0.405
148,148.0,-265.0,0.355
149,149.0,-291.0,0.37
150,150.0,-295.0,0.405
151,151.0,-269.0,0.385
152,152.0,-265.0,0.315
153,153.0,-259.0,0.24
154,154.0,-251.0,0.335
155,155.0,-243.0,0.335
156,156.0,-279.0,0.36
157,157.0,-253.0,0.315
158,158.0,-265.0,0.345
159,159.0,-253.0,0.27
160,160.0,-257.0,0.335
161,161.0,-271.0,0.37
162,162.0,-285.0,0.425
163,163.0,-261.0,0.355
164,164.0,-273.0,0.385
165,165.0,-253.0,0.385
166,166.0,-251.0,0.375
167,167.0,-263.0,0.365
168,168.0,-233.0,0.335
169,169.0,-261.0,0.375
170,170.0,-261.0,0.38
171,171.0,-277.0,0.425
172,172.0,-283.0,0.42
173,173.0,-319.0,0.5
174,174.0,-317.0,0.545
175,175.0,-293.0,0.45
176,176.0,-287.0,0.435
177,177.0,-281.0,0.41
178,178.0,-293.0,0.465
179,179.0,-271.0,0.38
180,180.0,-259.0,0.325
181,181.0,-273.0,0.355
182,182.0,-277.0,0.39
183,183.0,-277.0,0.395
184,184.0,-271.0,0.405
185,185.0,-271.0,0.38
186,186.0,-273.0,0.365
187,187.0,-271.0,0.255
188,188.0,-259.0,0.335
189,189.0,-247.0,0.36
190,190.0,-231.0,0.37
191,191.0,-271.0,0.35
192,192.0,-263.0,0.37
193,193.0,-251.0,0.385
194,194.0,-271.0,0.405
195,195.0,-273.0,0.385
196,196.0,-249.0,0.305
197,197.0,-271.0,0.385
198,198.0,-275.0,0.41
199,199.0,-267.0,0.38
200,200.0,-281.0,0.405
201,201.0,-267.0,0.395
202,202.0,-267.0,0.39
203,203.0,-275.0,0.38
204,204.0,-291.0,0.38
205,205.0,-265.0,0.385
206,206.0,-265.0,0.385
207,207.0,-267.0,0.355
208,208.0,-269.0,0.37
209,209.0,-271.0,0.375
210,210.0,-283.0,0.475
211,211.0,-285.0,0.445
212,212.0,-293.0,0.51
213,213.0,-267.0,0.415
214,214.0,-265.0,0.425
215,215.0,-265.0,0.37
216,216.0,-281.0,0.385
217,217.0,-263.0,0.38
218,218.0,-273.0,0.435
219,219.0,-277.0,0.415
220,220.0,-277.0,0.45
221,221.0,-265.0,0.455
222,222.0,-277.0,0.41
223,223.0,-241.0,0.38
224,224.0,-273.0,0.405
225,225.0,-271.0,0.42
226,226.0,-275.0,0.36
227,227.0,-269.0,0.275
228,228.0,-265.0,0.325
229,229.0,-257.0,0.335
230,230.0,-273.0,0.33
231,231.0,-267.0,0.27
232,232.0,-267.0,0.275
233,233.0,-271.0,0.165
234,234.0,-265.0,0.215
235,235.0,-265.0,0.255
236,236.0,-247.0,0.235
237,237.0,-279.0,0.265
238,238.0,-293.0,0.3
239,239.0,-245.0,0.26
240,240.0,-249.0,0.3
241,241.0,-267.0,0.305
242,242.0,-267.0,0.355
243,243.0,-281.0,0.355
244,244.0,-259.0,0.355
245,245.0,-283.0,0.44
246,246.0,-287.0,0.46
247,247.0,-271.0,0.44
248,248.0,-289.0,0.45
249,249.0,-271.0,0.35
250,250.0,-273.0,0.37
251,251.0,-277.0,0.3
252,252.0,-273.0,0.28
253,253.0,-273.0,0.33
254,254.0,-273.0,0.42
255,255.0,-247.0,0.415
256,256.0,-237.0,0.35
257,257.0,-263.0,0.34
258,258.0,-263.0,0.32
259,259.0,-277.0,0.36
260,260.0,-257.0,0.38
261,261.0,-271.0,0.395
262,262.0,-269.0,0.375
263,263.0,-273.0,0.305
264,264.0,-267.0,0.385
265,265.0,-313.0,0.36
266,266.0,-291.0,0.32
267,267.0,-269.0,0.33
268,268.0,-269.0,0.28
269,269.0,-279.0,0.27
270,270.0,-297.0,0.28
271,271.0,-269.0,0.255
272,272.0,-279.0,0.3
273,273.0,-271.0,0.245
274,274.0,-255.0,0.23
275,275.0,-253.0,0.235
276,276.0,-273.0,0.3
277,277.0,-269.0,0.27
278,278.0,-251.0,0.33
279,279.0,-263.0,0.345
280,280.0,-277.0,0.43
281,281.0,-287.0,0.425
282,282.0,-281.0,0.44
283,283.0,-269.0,0.39
284,284.0,-269.0,0.38
285,285.0,-275.0,0.35
286,286.0,-261.0,0.33
287,287.0,-269.0,0.3
288,288.0,-267.0,0.265
289,289.0,-245.0,0.26
290,290.0,-237.0,0.22
291,291.0,-257.0,0.245
292,292.0,-265.0,0.28
293,293.0,-279.0,0.32
294,294.0,-279.0,0.33
295,295.0,-267.0,0.365
296,296.0,-273.0,0.39
297,297.0,-287.0,0.44
298,298.0,-259.0,0.38
299,299.0,-257.0,0.345
300,300.0,-269.0,0.39
301,301.0,-255.0,0.4
302,302.0,-245.0,0.34
303,303.0,-283.0,0.26
304,304.0,-291.0,0.28
305,305.0,-267.0,0.23
306,306.0,-259.0,0.265
307,307.0,-253.0,0.205
308,308.0,-269.0,0.255
309,309.0,-275.0,0.27
310,310.0,-259.0,0.21
311,311.0,-263.0,0.27
312,312.0,-281.0,0.21
313,313.0,-291.0,0.205
314,314.0,-297.0,0.205
315,315.0,-303.0,0.22
316,316.0,-283.0,0.245
317,317.0,-291.0,0.35
318,318.0,-283.0,0.205
319,319.0,-279.0,0.26
320,320.0,-283.0,0.315
321,321.0,-261.0,0.23
322,322.0,-275.0,0.21
323,323.0,-259.0,0.195
324,324.0,-269.0,0.21
325,325.0,-259.0,0.2
326,326.0,-287.0,0.22
327,327.0,-293.0,0.25
328,328.0,-283.0,0.2
329,329.0,-281.0,0.17
330,330.0,-275.0,0.2
331,331.0,-259.0,0.155
332,332.0,-247.0,0.155
333,333.0,-257.0,0.19
334,334.0,-265.0,0.2
335,335.0,-269.0,0.21
336,336.0,-289.0,0.195
337,337.0,-265.0,0.225
338,338.0,-235.0,0.255
339,339.0,-245.0,0.24
340,340.0,-237.0,0.195
341,341.0,-271.0,0.175
342,342.0,-249.0,0.17
343,343.0,-251.0,0.26
344,344.0,-259.0,0.215
345,345.0,-247.0,0.185
346,346.0,-243.0,0.17
347,347.0,-259.0,0.155
348,348.0,-287.0,0.12
349,349.0,-259.0,0.15
350,350.0,-253.0,0.18
351,351.0,-271.0,0.11
352,352.0,-263.0,0.165
353,353.0,-267.0,0.175
354,354.0,-265.0,0.235
355,355.0,-279.0,0.24
356,356.0,-287.0,0.225
357,357.0,-293.0,0.16
358,358.0,-273.0,0.14
359,359.0,-249.0,0.14
360,360.0,-253.0,0.115
361,361.0,-275.0,0.15
362,362.0,-251.0,0.08
363,363.0,-259.0,0.14
364,364.0,-259.0,0.115
365,365.0,-273.0,0.18
366,366.0,-285.0,0.16
367,367.0,-289.0,0.215
368,368.0,-287.0,0.215
369,369.0,-263.0,0.235
370,370.0,-235.0,0.235
371,371.0,-261.0,0.205
372,372.0,-271.0,0.255
373,373.0,-273.0,0.265
374,374.0,-269.0,0.315
375,375.0,-291.0,0.26
376,376.0,-263.0,0.23
377,377.0,-257.0,0.185
378,378.0,-275.0,0.175
379,379.0,-273.0,0.18
380,380.0,-277.0,0.205
381,381.0,-253.0,0.2
382,382.0,-275.0,0.19
383,383.0,-295.0,0.2
384,384.0,-269.0,0.21
385,385.0,-269.0,0.2
386,386.0,-249.0,0.24
387,387.0,-257.0,0.25
388,388.0,-283.0,0.21
389,389.0,-269.0,0.19
390,390.0,-291.0,0.285
391,391.0,-277.0,0.265
392,392.0,-293.0,0.23
393,393.0,-293.0,0.215
394,394.0,-287.0,0.25
395,395.0,-277.0,0.235
396,396.0,-271.0,0.215
397,397.0,-267.0,0.255
398,398.0,-243.0,0.175
399,399.0,-241.0,0.16
400,400.0,-269.0,0.115
401,401.0,-277.0,0.12
402,402.0,-269.0,0.12
403,403.0,-263.0,0.13
404,404.0,-233.0,0.045
405,405.0,-255.0,0.09
406,406.0,-269.0,0.1
407,407.0,-285.0,0.065
408,408.0,-255.0,0.06
409,409.0,-235.0,0.11
410,410.0,-237.0,0.025
411,411.0,-249.0,0.055
412,412.0,-263.0,-0.005
413,413.0,-249.0,0.0
414,414.0,-261.0,0.03
415,415.0,-259.0,0.055
416,416.0,-273.0,0.075
417,417.0,-277.0,0.055
418,418.0,-267.0,0.09
419,419.0,-247.0,0.125
420,420.0,-253.0,0.09
421,421.0,-265.0,0.145
422,422.0,-271.0,0.13
423,423.0,-235.0,0.12
424,424.0,-281.0,0.155
425,425.0,-267.0,0.18
426,426.0,-279.0,0.115
427,427.0,-267.0,0.165
428,428.0,-259.0,0.14
429,429.0,-257.0,0.12
430,430.0,-227.0,0.1
431,431.0,-257.0,0.13
432,432.0,-283.0,0.2
433,433.0,-273.0,0.19
434,434.0,-257.0,0.185
435,435.0,-259.0,0.21
436,436.0,-287.0,0.235
437,437.0,-241.0,0.19
438,438.0,-251.0,0.22
439,439.0,-273.0,0.16
440,440.0,-279.0,0.15
441,441.0,-279.0,0.235
442,442.0,-261.0,0.16
443,443.0,-265.0,0.155
444,444.0,-261.0,0.185
445,445.0,-269.0,0.27
446,446.0,-279.0,0.235
447,447.0,-285.0,0.305
448,448.0,-279.0,0.31
449,449.0,-281.0,0.22
450,450.0,-263.0,0.18
451,451.0,-229.0,0.08
452,452.0,-237.0,0.09
453,453.0,-245.0,0.15
454,454.0,-245.0,0.21
455,455.0,-259.0,0.29
456,456.0,-263.0,0.245
457,457.0,-261.0,0.25
458,458.0,-277.0,0.205
459,459.0,-269.0,0.215
460,460.0,-269.0,0.205
461,461.0,-271.0,0.255
462,462.0,-277.0,0.31
463,463.0,-279.0,0.3
