node_ID,node_label,longitude,latitude
1,Downshire,-5.789873000000199,54.72107899999983
2,Trooperslane,-5.848654000000181,54.710457999999846
3,Whitehead,-5.709773500000182,54.75274299999984
4,Larne Town,-5.813741000000192,54.84991299999984
5,Magheramorne,-5.766710500000187,54.81535149999985
6,Cullybackey,-6.344408000000186,54.88816649999984
7,Ballymena,-6.284965000000199,54.86420249999984
8,Ballymoney,-6.513556500000192,55.06673299999983
9,Whiteabbey,-5.904336500000198,54.67297099999985
10,Yorkgate,-5.921736500000179,54.612213999999824
11,Mossley West,-5.951895000000206,54.69692899999984
12,Titanic Quarter,-5.8857030000002055,54.60524549999983
13,Great Victoria Street,-5.952312500000204,54.58401299999983
14,Helen's Bay,-5.732713000000189,54.66337599999983
15,Carnalea,-5.705576000000207,54.66601599999984
16,Seahill,-5.76767750000019,54.661095499999846
17,Bangor West,-5.67218250000019,54.65869349999983
18,Marino,-5.817397000000199,54.64701949999983
19,Sydenham,-5.876696500000179,54.60961449999985
20,Ballycarry,-5.732131500000179,54.78850149999983
21,Antrim,-6.211503500000191,54.71810849999983
22,Londonderry,-7.313678500000179,54.99198049999984
23,Bellarena,-6.951147000000191,55.126926999999824
24,Castlerock,-6.787000000000205,55.16486949999984
25,University,-6.66846050000018,55.15041299999984
26,Portrush,-6.6535135000002015,55.20396649999984
27,Dhu Varren,-6.6864865000002,55.19174499999983
28,Moira,-6.213178000000198,54.49220649999984
29,Lisburn,-6.0457370000002015,54.51401249999984
30,Lurgan,-6.337778000000185,54.46750299999985
31,Scarva,-6.366405000000185,54.33256849999984
32,Portadown,-6.442980500000203,54.42634449999983
33,Poyntzpass,-6.371133500000184,54.29532949999984
34,Lambeg,-6.012499500000189,54.547113499999824
35,Newry,-6.3630310000002055,54.18913799999984
36,Finaghy,-5.985998500000193,54.56400449999984
