,time,rho
0,0,0.42561016382480776
1,1,0.4296221999331327
2,2,0.40722166499498497
3,3,0.412905382815112
4,4,0.41658308258107657
5,5,0.4095620193915079
6,6,0.4002006018054162
7,7,0.3881644934804413
8,8,0.38214643931795383
9,9,0.3828151120026747
10,10,0.38883316616516217
11,11,0.39418254764292876
12,12,0.379806084921431
13,13,0.39384821130056835
14,14,0.3915078569040455
15,15,0.4015379471748579
16,16,0.39585422935473086
17,17,0.36743564025409564
18,18,0.3487128050819124
19,19,0.37512537612838515
20,20,0.3915078569040455
21,21,0.3784687395519893
22,22,0.40320962888665995
23,23,0.3968572383818121
24,24,0.4015379471748579
25,25,0.3811434302908726
26,26,0.4095620193915079
27,27,0.38883316616516217
28,28,0.3721163490471414
29,29,0.35707121364092276
30,30,0.37479103978602474
31,31,0.3530591775325978
32,32,0.3724506853895018
33,33,0.37545971247074555
34,34,0.35606820461384153
35,35,0.3503844867937145
36,36,0.36710130391173523
37,37,0.35707121364092276
38,38,0.3928452022734871
39,39,0.3644266131728519
40,40,0.3731193580742227
41,41,0.36609829488465395
42,42,0.36609829488465395
43,43,0.36576395854229354
44,44,0.3614175860916082
45,45,0.3811434302908726
46,46,0.3507188231360749
47,47,0.33600802407221664
48,48,0.354062186559679
49,49,0.34002006018054165
50,50,0.3463724506853895
51,51,0.3640922768304915
52,52,0.3691073219658977
53,53,0.35606820461384153
54,54,0.34837846873955197
55,55,0.3697759946506185
56,56,0.36776997659645605
57,57,0.3420260782347041
58,58,0.3336676696756937
59,59,0.320962888665998
60,60,0.3533935138749582
61,61,0.3530591775325978
62,62,0.3340020060180542
63,63,0.3507188231360749
64,64,0.34938147776663325
65,65,0.30190571715145437
66,66,0.26044801069876294
67,67,0.25108659311267134
68,68,0.2062855232363758
69,69,0.17318622534269476
70,70,0.1464393179538616
71,71,0.1471079906385824
72,72,0.18923436977599464
73,73,0.12938816449348045
74,74,0.1558007355399532
75,75,0.12303577398863257
76,76,0.12069541959210967
77,77,0.10865931126713474
78,78,0.12571046472751587
79,79,0.08625877632898696
80,80,0.12203276496155133
81,81,0.10297559344700769
82,82,0.09929789368104312
83,83,0.08425275827482448
84,84,0.08859913072550986
85,85,0.0688732865262454
86,86,0.08224674022066199
87,87,0.11434302908726178
88,88,0.14142427281845538
89,89,0.15880976262119692
90,90,0.10631895687061184
91,91,0.10531594784353059
92,92,0.10297559344700769
93,93,0.10899364760949515
94,94,0.12203276496155133
95,95,0.10464727515880977
96,96,0.13874958207957205
97,97,0.11400869274490137
98,98,0.14777666332330325
99,99,0.12738214643931794
100,100,0.15045135406218657
101,101,0.1237044466733534
102,102,0.1514543630892678
103,103,0.13607489134068873
104,104,0.10130391173520562
105,105,0.15412905382815112
106,106,0.1608157806753594
107,107,0.19391507856904044
108,108,0.18756268806419257
109,109,0.16783684386492811
110,110,0.15713808090939485
111,111,0.15078569040454698
112,112,0.13172851889000334
113,113,0.11367435640254096
114,114,0.09361417586091608
115,115,0.04781009695753929
116,116,0.04145770645269141
117,117,0.027415580073553995
118,118,0.01805416248746239
119,119,0.011367435640254095
120,120,0.0056837178201270475
121,121,0.005349381477766633
122,122,0.022066198595787363
123,123,0.01237044466733534
124,124,0.009695753928452023
125,125,0.006352390504847877
126,126,0.008358408559010365
127,127,0.0013373453694416582
128,128,0.0013373453694416582
129,129,0.0
130,130,0.0
131,131,0.0
132,132,0.0
133,133,0.0
134,134,0.0
135,135,0.0
136,136,0.0
137,137,0.0
138,138,0.0
139,139,0.0
140,140,0.0
141,141,0.0
142,142,0.0
143,143,0.0
144,144,0.0
145,145,0.0
146,146,0.0
147,147,0.0
148,148,0.0
149,149,0.0
150,150,0.0
151,151,0.0
152,152,0.0
153,153,0.0
154,154,0.0
155,155,0.0
156,156,0.0
157,157,0.0
158,158,0.0
159,159,0.0
160,160,0.0
161,161,0.0
162,162,0.0
163,163,0.0
164,164,0.0
165,165,0.0
166,166,0.0
167,167,0.0
168,168,0.0
169,169,0.0
170,170,0.0
171,171,0.0
172,172,0.0
173,173,0.0
174,174,0.0
175,175,0.0
176,176,0.0
177,177,0.0
178,178,0.0
179,179,0.0
180,180,0.0
181,181,0.0
182,182,0.0
183,183,0.0
184,184,0.0
185,185,0.0
186,186,0.0
187,187,0.0
188,188,0.0
189,189,0.0
190,190,0.0
191,191,0.0
192,192,0.0
193,193,0.0
194,194,0.0
195,195,0.0
196,196,0.0
197,197,0.0
198,198,0.0
199,199,0.0
200,200,0.0
201,201,0.0
202,202,0.0
203,203,0.0
204,204,0.0
205,205,0.0
206,206,0.0
207,207,0.0
208,208,0.0
209,209,0.0
210,210,0.0
211,211,0.0
212,212,0.0
213,213,0.0
214,214,0.0
215,215,0.0
216,216,0.0
217,217,0.0
218,218,0.0
219,219,0.0
220,220,0.0
221,221,0.0
222,222,0.0
223,223,0.0
224,224,0.0
225,225,0.0
226,226,0.0
227,227,0.0
228,228,0.0
229,229,0.0
230,230,0.0
231,231,0.0
232,232,0.0
233,233,0.0
234,234,0.0
235,235,0.0
236,236,0.0
237,237,0.0
238,238,0.0
239,239,0.0
240,240,0.0
241,241,0.0
242,242,0.0
243,243,0.0
244,244,0.0
245,245,0.0
246,246,0.0
247,247,0.0
248,248,0.0
249,249,0.0
250,250,0.0
251,251,0.0
252,252,0.0
253,253,0.0
254,254,0.0
255,255,0.0
256,256,0.0
257,257,0.0
258,258,0.0
259,259,0.0
260,260,0.0
261,261,0.0
262,262,0.0
263,263,0.0
264,264,0.0
265,265,0.0
266,266,0.0
267,267,0.0
268,268,0.0
269,269,0.0
270,270,0.0
271,271,0.0
272,272,0.0
273,273,0.0
274,274,0.0
275,275,0.0
276,276,0.0
277,277,0.0
278,278,0.0
279,279,0.0
280,280,0.0
281,281,0.0
282,282,0.0
283,283,0.0
284,284,0.0
285,285,0.0
286,286,0.0
287,287,0.0
288,288,0.0
289,289,0.0
290,290,0.0
291,291,0.0
292,292,0.0
293,293,0.0
294,294,0.0
295,295,0.0
296,296,0.0
297,297,0.0
298,298,0.0
299,299,0.0
300,300,0.0
301,301,0.0
302,302,0.0
303,303,0.0
304,304,0.0
305,305,0.0
306,306,0.0
307,307,0.0
308,308,0.0
309,309,0.0
310,310,0.0
311,311,0.0
312,312,0.0
313,313,0.0
314,314,0.0
315,315,0.0
316,316,0.0
317,317,0.0
318,318,0.0
319,319,0.0
320,320,0.0
321,321,0.0
322,322,0.0
323,323,0.0
324,324,0.0
325,325,0.0
326,326,0.0
327,327,0.0
328,328,0.0
329,329,0.0
330,330,0.0
331,331,0.0
332,332,0.0
333,333,0.0
334,334,0.0
335,335,0.0
336,336,0.0
337,337,0.0
338,338,0.0
339,339,0.0
340,340,0.0
341,341,0.0
342,342,0.0
343,343,0.0
344,344,0.0
345,345,0.0
346,346,0.0
347,347,0.0
348,348,0.0
349,349,0.0
350,350,0.0
351,351,0.0
352,352,0.0
353,353,0.0
354,354,0.0
355,355,0.0
356,356,0.0
357,357,0.0
358,358,0.0
359,359,0.0
360,360,0.0
361,361,0.0
362,362,0.0
363,363,0.0
364,364,0.0
365,365,0.0
366,366,0.0
367,367,0.0
368,368,0.0
369,369,0.0
370,370,0.0
371,371,0.0
372,372,0.0
373,373,0.0
374,374,0.0
375,375,0.0
376,376,0.0
377,377,0.0
378,378,0.0
379,379,0.0
380,380,0.0
381,381,0.0
382,382,0.0
383,383,0.0
384,384,0.0
385,385,0.0
386,386,0.0
387,387,0.0
388,388,0.0
389,389,0.0
390,390,0.0
391,391,0.0
392,392,0.0
393,393,0.0
394,394,0.0
395,395,0.0
396,396,0.0
397,397,0.0
398,398,0.0
399,399,0.0
400,400,0.0
401,401,0.0
402,402,0.0
403,403,0.0
404,404,0.0
405,405,0.0
406,406,0.0
407,407,0.0
408,408,0.0
409,409,0.0
410,410,0.0
411,411,0.0
412,412,0.0
413,413,0.0
414,414,0.0
415,415,0.0
416,416,0.0
417,417,0.0
418,418,0.0
419,419,0.0
420,420,0.0
421,421,0.0
422,422,0.0
423,423,0.0
424,424,0.0
425,425,0.0
426,426,0.0
427,427,0.0
428,428,0.0
429,429,0.0
430,430,0.0
431,431,0.0
432,432,0.0
433,433,0.0
434,434,0.0
435,435,0.0
436,436,0.0
437,437,0.0
438,438,0.0
439,439,0.0
440,440,0.0
441,441,0.0
442,442,0.0
443,443,0.0
444,444,0.0
445,445,0.0
446,446,0.0
447,447,0.0
448,448,0.0
449,449,0.0
450,450,0.0
451,451,0.0
452,452,0.0
453,453,0.0
454,454,0.0
455,455,0.0
456,456,0.0
457,457,0.0
458,458,0.0
459,459,0.0
460,460,0.0
461,461,0.0
462,462,0.0
463,463,0.0
464,464,0.0
465,465,0.0
466,466,0.0
467,467,0.0
468,468,0.0
469,469,0.0
470,470,0.0
471,471,0.0
472,472,0.0
473,473,0.0
